# SUBTLEX-US word frequencies (Brysbaert & New 2009; Zipf scale per Van Heuven et al. 2014)
# word	zipf	dominant_part_of_speech
brothers	4.672	Noun
mission	4.672	Noun
plus	4.672	Preposition
pool	4.672	Noun
dressed	4.671	Verb
dumb	4.671	Adjective
helped	4.67	Verb
knife	4.67	Noun
checked	4.669	Verb
santa	4.669	Name
weapon	4.668	Noun
shirt	4.666	Noun
faith	4.665	Noun
gee	4.665	Interjection
simply	4.665	Adverb
dig	4.664	Verb
size	4.664	Noun
stars	4.664	Noun
london	4.663	Name
movies	4.662	Noun
blind	4.661	Adjective
credit	4.661	Noun
bridge	4.66	Noun
center	4.66	Noun
starts	4.66	Verb
cars	4.659	Noun
closer	4.659	Adverb
discuss	4.659	Verb
mister	4.659	Noun
practice	4.659	Noun
animal	4.658	Noun
cook	4.658	Verb
grandma	4.658	Noun
stage	4.658	Noun
strike	4.658	Verb
ticket	4.658	Noun
bird	4.657	Noun
leaves	4.657	Verb
sight	4.656	Noun
somehow	4.656	Adverb
career	4.655	Noun
drug	4.655	Noun
knowing	4.655	Verb
however	4.654	Adverb
nature	4.654	Noun
prince	4.654	Noun
cake	4.653	Noun
famous	4.653	Adjective
nurse	4.653	Noun
breath	4.652	Noun
correct	4.652	Adjective
fucked	4.652	Verb
allowed	4.651	Verb
games	4.651	Noun
sky	4.651	Noun
account	4.65	Noun
bringing	4.65	Verb
hearing	4.65	Verb
singing	4.65	Verb
common	4.649	Adjective
due	4.649	Adjective
afford	4.647	Verb
allow	4.647	Verb
belong	4.647	Verb
bright	4.647	Adjective
chinese	4.647	Adjective
tie	4.647	Verb
escape	4.646	Verb
suspect	4.645	Noun
written	4.644	Verb
file	4.643	Noun
jake	4.643	Name
madam	4.643	Noun
skin	4.643	Noun
aye	4.642	Interjection
desk	4.642	Noun
fill	4.642	Verb
taught	4.642	Verb
faster	4.641	Adverb
lied	4.641	Verb
pack	4.641	Verb
danger	4.64	Noun
deserve	4.64	Verb
meat	4.64	Noun
ted	4.64	Name
command	4.639	Noun
stories	4.637	Noun
tickets	4.637	Noun
hiding	4.636	Verb
paying	4.636	Verb
sunday	4.636	Name
whoever	4.635	Pronoun
beyond	4.634	Preposition
dave	4.634	Name
sarah	4.634	Name
jane	4.633	Name
student	4.633	Noun
dry	4.631	Adjective
jury	4.631	Noun
form	4.63	Noun
heads	4.63	Noun
main	4.63	Adjective
papa	4.629	Noun
program	4.629	Noun
fred	4.628	Name
martin	4.628	Name
milk	4.628	Noun
feed	4.627	Verb
held	4.627	Verb
horrible	4.627	Adjective
kinda	4.627	Adverb
grace	4.626	Name
natural	4.626	Adjective
battle	4.625	Noun
breaking	4.625	Verb
coat	4.624	Noun
phoebe	4.624	Name
ugly	4.624	Adjective
although	4.623	Conjunction
opinion	4.623	Noun
settle	4.623	Verb
terrific	4.622	Adjective
loose	4.621	Adjective
lucy	4.621	Name
noticed	4.621	Verb
older	4.621	Adjective
local	4.62	Adjective
lonely	4.619	Adjective
shame	4.618	Noun
shows	4.618	Verb
large	4.617	Adjective
devil	4.616	Noun
chicago	4.615	Name
military	4.615	Adjective
speed	4.615	Noun
video	4.615	Noun
built	4.614	Verb
shower	4.614	Noun
oil	4.613	Noun
chest	4.612	Noun
horses	4.612	Noun
biggest	4.611	Adjective
threw	4.611	Verb
bite	4.61	Verb
eric	4.61	Name
wash	4.609	Verb
stone	4.608	Noun
block	4.607	Noun
indeed	4.607	Adverb
invited	4.607	Verb
records	4.607	Noun
weapons	4.607	Noun
attorney	4.606	Noun
draw	4.606	Verb
turning	4.606	Verb
health	4.605	Noun
pretend	4.605	Verb
vegas	4.605	Name
balls	4.603	Noun
heat	4.603	Noun
guest	4.601	Noun
manager	4.601	Noun
loud	4.6	Adverb
itself	4.599	Pronoun
cares	4.598	Verb
shake	4.598	Verb
island	4.597	Noun
lab	4.597	Noun
numbers	4.597	Noun
princess	4.597	Noun
easier	4.596	Adjective
color	4.595	Noun
earlier	4.595	Adverb
bell	4.594	Noun
naked	4.594	Adjective
suggest	4.593	Verb
wet	4.593	Adjective
animals	4.592	Noun
letting	4.592	Verb
merry	4.592	Adjective
nowhere	4.592	Adverb
pig	4.592	Noun
weli	4.592	Noun
cheese	4.591	Noun
ideas	4.59	Noun
soldier	4.59	Noun
monster	4.589	Noun
planet	4.588	Noun
several	4.588	Determiner
dean	4.587	Name
eggs	4.587	Noun
fellas	4.587	Noun
insane	4.587	Adjective
spoke	4.587	Verb
walter	4.587	Name
butt	4.586	Noun
murdered	4.586	Verb
bloody	4.585	Adjective
view	4.585	Noun
lines	4.584	Noun
opening	4.584	Noun
jealous	4.583	Adjective
pete	4.583	Name
split	4.583	Verb
arrived	4.582	Verb
bullet	4.582	Noun
national	4.581	Adjective
airport	4.58	Noun
speech	4.58	Noun
finding	4.579	Verb
hook	4.579	Noun
serve	4.579	Verb
target	4.579	Noun
player	4.577	Noun
signal	4.577	Noun
sugar	4.577	Noun
helen	4.576	Name
selling	4.575	Verb
total	4.575	Adjective
football	4.574	Noun
hill	4.574	Noun
page	4.574	Noun
screw	4.574	Verb
justice	4.573	Noun
letters	4.573	Noun
crowd	4.572	Noun
hurts	4.572	Verb
meaning	4.572	Noun
project	4.572	Noun
rough	4.572	Adjective
pair	4.571	Noun
planning	4.571	Verb
science	4.571	Noun
sees	4.571	Verb
usual	4.571	Adjective
adam	4.569	Name
emily	4.568	Name
sooner	4.568	Adverb
lies	4.567	Noun
ordered	4.567	Verb
remind	4.567	Verb
strength	4.567	Noun
subject	4.567	Noun
dan	4.566	Name
mail	4.566	Noun
paint	4.566	Verb
freak	4.565	Noun
bedroom	4.564	Noun
finger	4.564	Noun
onto	4.564	Preposition
spell	4.564	Noun
ghost	4.563	Noun
tim	4.563	Name
majesty	4.562	Noun
peg	4.561	Name
smith	4.561	Name
doctors	4.56	Noun
fake	4.56	Adjective
cheap	4.559	Adjective
market	4.559	Noun
pray	4.559	Verb
release	4.559	Verb
weight	4.559	Noun
unit	4.558	Noun
signed	4.557	Verb
falling	4.556	Verb
lake	4.556	Noun
nor	4.556	Conjunction
susan	4.556	Name
throat	4.556	Noun
agreed	4.555	Verb
director	4.555	Noun
phil	4.555	Name
realized	4.555	Verb
truly	4.555	Adverb
cab	4.554	Noun
powers	4.554	Noun
candy	4.553	Noun
junior	4.553	Adjective
prepared	4.553	Verb
aware	4.552	Adjective
legal	4.552	Adjective
pocket	4.552	Noun
roof	4.552	Noun
scott	4.552	Name
babe	4.551	Noun
jason	4.551	Name
brian	4.55	Name
radar	4.55	Noun
slept	4.55	Verb
bud	4.549	Name
mountain	4.549	Noun
base	4.548	Noun
ours	4.548	Pronoun
firm	4.547	Noun
england	4.546	Name
romantic	4.546	Adjective
trade	4.546	Noun
whom	4.546	Pronoun
brings	4.545	Verb
fan	4.545	Noun
language	4.545	Noun
liar	4.545	Noun
powerful	4.545	Adjective
purpose	4.545	Noun
sending	4.545	Verb
training	4.545	Noun
whenever	4.545	Adverb
whoo	4.545	Interjection
believed	4.544	Verb
bless	4.544	Verb
arrested	4.543	Verb
nope	4.543	Interjection
pieces	4.543	Noun
exciting	4.542	Adjective
fancy	4.542	Adjective
noise	4.542	Noun
suck	4.542	Verb
genius	4.541	Noun
annie	4.54	Name
familiar	4.538	Adjective
rent	4.538	Noun
criminal	4.537	Adjective
doors	4.536	Noun
proof	4.536	Noun
com	4.535	Noun
stolen	4.535	Verb
vote	4.535	Verb
drinks	4.534	Noun
medicine	4.534	Noun
suicide	4.534	Noun
weather	4.534	Noun
issue	4.533	Noun
lift	4.533	Verb
anna	4.532	Name
buried	4.532	Verb
followed	4.532	Verb
mood	4.532	Noun
among	4.53	Preposition
male	4.53	Adjective
nights	4.529	Noun
opened	4.529	Verb
regular	4.529	Adjective
someday	4.529	Adverb
stomach	4.529	Noun
yellow	4.529	Adjective
ate	4.528	Verb
buck	4.528	Noun
county	4.528	Noun
nearly	4.528	Adverb
crane	4.526	Name
scare	4.526	Verb
village	4.526	Noun
matters	4.525	Noun
monkey	4.525	Noun
pizza	4.525	Noun
prepare	4.525	Verb
assume	4.524	Verb
babies	4.524	Noun
ears	4.524	Noun
fella	4.524	Noun
heading	4.524	Verb
jacket	4.524	Noun
lane	4.524	Noun
sudden	4.524	Adverb
toast	4.524	Noun
social	4.523	Adjective
thoughts	4.523	Noun
travel	4.523	Verb
expected	4.522	Verb
fingers	4.522	Noun
monday	4.522	Name
property	4.522	Noun
sometime	4.522	Adverb
bodies	4.521	Noun
funeral	4.521	Noun
magazine	4.521	Noun
remain	4.521	Verb
sexual	4.521	Adjective
dating	4.52	Verb
glasses	4.52	Noun
jerk	4.52	Noun
senator	4.52	Noun
add	4.519	Verb
arthur	4.519	Name
damage	4.519	Noun
freedom	4.519	Noun
research	4.519	Noun
handsome	4.518	Adjective
hired	4.518	Verb
repeat	4.518	Verb
buying	4.517	Verb
energy	4.517	Noun
prefer	4.517	Verb
society	4.517	Noun
alan	4.516	Name
chase	4.516	Noun
crack	4.516	Noun
vacation	4.516	Noun
carter	4.515	Name
divorce	4.515	Noun
mulder	4.515	Verb
ally	4.514	Noun
defense	4.514	Noun
jackson	4.514	Name
stayed	4.514	Verb
rat	4.513	Noun
began	4.512	Verb
grandpa	4.512	Noun
grant	4.512	Name
picking	4.512	Verb
checking	4.511	Verb
goodness	4.511	Noun
post	4.511	Noun
reasons	4.511	Noun
confused	4.51	Verb
contract	4.51	Noun
surgery	4.51	Noun
william	4.51	Name
fixed	4.509	Verb
safety	4.509	Noun
tall	4.509	Adjective
lesson	4.508	Noun
tiny	4.508	Adjective
freeze	4.507	Verb
points	4.507	Noun
license	4.506	Noun
model	4.506	Noun
runs	4.506	Verb
thomas	4.506	Name
ear	4.505	Noun
gate	4.505	Noun
margaret	4.505	Name
riding	4.505	Verb
soft	4.505	Adjective
staff	4.505	Noun
warning	4.504	Noun
engine	4.503	Noun
german	4.503	Adjective
planned	4.503	Verb
harm	4.502	Noun
map	4.502	Noun
square	4.502	Noun
swim	4.502	Verb
brave	4.501	Adjective
silver	4.501	Noun
sydney	4.501	Name
access	4.5	Noun
positive	4.5	Adjective
blew	4.499	Verb
covered	4.499	Verb
female	4.499	Adjective
streets	4.499	Noun
season	4.498	Noun
weak	4.498	Adjective
matt	4.497	Name
rush	4.497	Noun
awesome	4.496	Adjective
snow	4.496	Noun
bond	4.495	Name
mayor	4.495	Noun
pounds	4.495	Noun
spread	4.495	Verb
spring	4.495	Noun
demon	4.494	Noun
lips	4.494	Noun
madame	4.494	Noun
winner	4.494	Noun
bath	4.493	Noun
leader	4.493	Noun
showing	4.493	Verb
tongue	4.493	Noun
monsieur	4.492	Noun
mexico	4.491	Name
jones	4.49	Name
spare	4.489	Verb
storm	4.489	Noun
headed	4.488	Verb
tour	4.488	Noun
trees	4.487	Noun
bones	4.486	Noun
burning	4.486	Verb
ends	4.486	Verb
students	4.486	Noun
kicked	4.485	Verb
piper	4.484	Name
angeles	4.483	Name
claire	4.483	Name
score	4.483	Noun
shoe	4.482	Noun
harder	4.481	Adverb
johnson	4.481	Name
ocean	4.481	Noun
brad	4.48	Name
reality	4.48	Noun
shape	4.48	Noun
gang	4.479	Noun
jeff	4.479	Name
kim	4.479	Name
saving	4.479	Verb
survive	4.479	Verb
cos	4.478	Conjunction
style	4.478	Noun
clearly	4.477	Adverb
farm	4.477	Noun
sexy	4.477	Adjective
shopping	4.477	Noun
answers	4.476	Noun
example	4.476	Noun
growing	4.476	Verb
laid	4.476	Verb
alarm	4.475	Noun
gosh	4.475	Interjection
rings	4.475	Verb
plays	4.474	Verb
screwed	4.474	Verb
bleeding	4.473	Verb
enter	4.473	Verb
fortune	4.473	Noun
schedule	4.473	Noun
punch	4.472	Noun
ended	4.471	Verb
invite	4.471	Verb
obvious	4.471	Adjective
patients	4.471	Noun
rights	4.471	Noun
charges	4.47	Noun
touched	4.47	Verb
affair	4.469	Noun
parts	4.469	Noun
russian	4.469	Adjective
focus	4.468	Verb
sue	4.468	Verb
wherever	4.468	Adverb
borrow	4.467	Verb
cole	4.466	Name
finds	4.466	Verb
grade	4.466	Noun
grew	4.466	Verb
mate	4.466	Noun
load	4.465	Noun
painting	4.465	Noun
throwing	4.465	Verb
loss	4.464	Noun
ross	4.464	Name
waited	4.464	Verb
barely	4.463	Adverb
changes	4.463	Noun
details	4.463	Noun
woods	4.463	Noun
exist	4.462	Verb
toilet	4.461	Noun
chances	4.46	Noun
drove	4.46	Verb
meal	4.46	Noun
dump	4.459	Verb
failed	4.459	Verb
member	4.459	Noun
shock	4.459	Noun
carol	4.458	Name
pie	4.458	Noun
crash	4.457	Noun
martha	4.457	Name
artist	4.456	Noun
depends	4.456	Verb
sat	4.456	Verb
theory	4.456	Noun
bags	4.455	Noun
joy	4.455	Noun
kissed	4.455	Verb
pleased	4.455	Adjective
ruin	4.455	Verb
traffic	4.455	Noun
carrying	4.454	Verb
nonsense	4.454	Noun
pink	4.454	Adjective
wise	4.454	Adjective
burned	4.453	Verb
laura	4.453	Name
midnight	4.453	Noun
shots	4.453	Noun
bread	4.452	Noun
deliver	4.452	Verb
button	4.451	Noun
officers	4.451	Noun
dealing	4.45	Verb
eve	4.45	Name
hated	4.45	Verb
mac	4.45	Name
original	4.45	Adjective
source	4.45	Noun
cases	4.449	Noun
charming	4.449	Adjective
hung	4.449	Verb
received	4.449	Verb
switch	4.449	Verb
decent	4.448	Adjective
nah	4.448	Interjection
below	4.447	Adverb
desert	4.447	Noun
process	4.447	Noun
texas	4.447	Name
belongs	4.445	Verb
higher	4.444	Adjective
lower	4.444	Adjective
moves	4.444	Verb
period	4.444	Noun
pride	4.442	Noun
dollar	4.441	Noun
jobs	4.441	Noun
plant	4.441	Noun
soldiers	4.441	Noun
tip	4.441	Noun
witch	4.441	Noun
birth	4.44	Noun
bust	4.44	Verb
joint	4.44	Adjective
logan	4.44	Name
sports	4.44	Noun
surely	4.44	Adverb
brains	4.439	Noun
bull	4.439	Noun
wire	4.439	Noun
boring	4.438	Adjective
rise	4.438	Verb
towards	4.438	Preposition
ashamed	4.437	Adjective
karen	4.437	Name
sisters	4.437	Noun
facts	4.436	Noun
section	4.436	Noun
carl	4.435	Name
clever	4.435	Adjective
garage	4.435	Noun
honestly	4.435	Adverb
smells	4.435	Verb
success	4.435	Noun
filled	4.434	Verb
physical	4.434	Adjective
pulling	4.433	Verb
regret	4.433	Verb
closet	4.432	Noun
france	4.432	Name
giant	4.432	Adjective
loser	4.432	Noun
parking	4.432	Noun
wheel	4.432	Noun
policy	4.431	Noun
stranger	4.431	Noun
tear	4.431	Verb
twenty	4.431	Number
wood	4.431	Noun
fate	4.43	Noun
maggie	4.43	Name
governor	4.429	Noun
juice	4.429	Noun
lily	4.429	Name
europe	4.428	Name
faces	4.427	Noun
knight	4.427	Name
tied	4.427	Verb
awake	4.426	Adjective
coast	4.426	Noun
fought	4.426	Verb
kitty	4.426	Name
pilot	4.426	Noun
aboard	4.425	Adverb
based	4.425	Verb
files	4.425	Noun
lover	4.425	Noun
miracle	4.425	Noun
garden	4.424	Noun
grateful	4.424	Adjective
mighty	4.424	Adjective
murderer	4.424	Noun
alice	4.423	Name
sally	4.423	Name
watched	4.423	Verb
wound	4.423	Noun
drag	4.422	Verb
forced	4.422	Verb
fourth	4.422	Number
linda	4.422	Name
marie	4.422	Name
scream	4.422	Verb
event	4.421	Noun
woke	4.421	Verb
actor	4.42	Noun
row	4.42	Noun
changing	4.419	Verb
grave	4.419	Noun
senior	4.419	Adjective
badly	4.418	Adverb
curious	4.418	Adjective
disease	4.418	Noun
flat	4.418	Noun
priest	4.418	Noun
rick	4.418	Name
scary	4.418	Adjective
shoulder	4.418	Noun
super	4.418	Adjective
sword	4.418	Noun
winter	4.418	Noun
chick	4.417	Noun
closing	4.417	Verb
concern	4.417	Noun
offered	4.417	Verb
smoking	4.417	Verb
talent	4.417	Noun
attitude	4.416	Noun
bone	4.416	Noun
garbage	4.416	Noun
mostly	4.416	Adverb
egg	4.415	Noun
engaged	4.415	Verb
friendly	4.415	Adjective
quarter	4.415	Noun
recently	4.415	Adverb
rooms	4.415	Noun
thee	4.415	Pronoun
amen	4.414	Interjection
passing	4.414	Verb
swing	4.414	Verb
bike	4.413	Noun
birds	4.413	Noun
knees	4.413	Noun
louis	4.413	Name
marshall	4.413	Name
slip	4.413	Verb
caused	4.412	Verb
hunt	4.412	Verb
taxi	4.412	Noun
likely	4.411	Adjective
object	4.411	Noun
stood	4.411	Verb
guests	4.41	Noun
hates	4.41	Verb
japanese	4.41	Adjective
percent	4.41	Noun
pierce	4.41	Name
raised	4.41	Verb
dirt	4.409	Noun
navy	4.409	Noun
negative	4.409	Adjective
plate	4.409	Noun
pussy	4.409	Noun
cooking	4.408	Noun
data	4.408	Noun
distance	4.408	Noun
tank	4.408	Noun
golf	4.407	Noun
hire	4.407	Verb
request	4.407	Noun
ruined	4.407	Verb
cow	4.406	Noun
dawn	4.406	Noun
falls	4.406	Verb
pissed	4.406	Verb
stock	4.406	Noun
ann	4.405	Name
reports	4.405	Noun
rescue	4.405	Verb
audience	4.404	Noun
claim	4.404	Verb
holmes	4.404	Name
sale	4.404	Noun
silence	4.404	Noun
warn	4.404	Verb
hank	4.403	Name
jesse	4.403	Name
mercy	4.403	Noun
baseball	4.402	Noun
create	4.402	Verb
proper	4.402	Adjective
universe	4.402	Noun
harold	4.401	Name
hercules	4.401	Name
soup	4.401	Noun
british	4.4	Adjective
outfit	4.399	Noun
slowly	4.399	Adverb
yard	4.399	Noun
drew	4.398	Name
duke	4.398	Noun
grown	4.398	Verb
jackie	4.398	Name
loving	4.398	Verb
valley	4.398	Noun
robin	4.397	Name
bro	4.396	Noun
dies	4.396	Verb
pure	4.396	Adjective
rate	4.396	Noun
china	4.395	Name
piano	4.395	Noun
pills	4.395	Noun
simon	4.395	Name
uniform	4.395	Noun
doll	4.394	Noun
duck	4.394	Noun
location	4.394	Noun
returned	4.394	Verb
spending	4.394	Verb
stealing	4.394	Verb
amount	4.393	Noun
central	4.393	Adjective
healthy	4.393	Adjective
knocked	4.393	Verb
pen	4.393	Noun
reached	4.393	Verb
walls	4.393	Noun
steps	4.392	Noun
younger	4.392	Adjective
notes	4.391	Noun
beast	4.39	Noun
fail	4.39	Verb
path	4.39	Noun
poison	4.39	Noun
wanting	4.389	Verb
anytime	4.388	Noun
betty	4.388	Name
gary	4.388	Name
sucks	4.388	Verb
channel	4.387	Noun
elevator	4.387	Noun
thy	4.387	Pronoun
belt	4.386	Noun
secure	4.386	Verb
avoid	4.385	Verb
guards	4.385	Noun
laughs	4.385	Verb
penny	4.385	Noun
thief	4.385	Noun
bay	4.384	Noun
bride	4.384	Noun
pathetic	4.384	Adjective
mirror	4.383	Noun
partners	4.383	Noun
thursday	4.383	Name
becomes	4.382	Verb
dozen	4.382	Noun
ellen	4.382	Name
kyle	4.382	Name
direct	4.381	Adjective
gorgeous	4.381	Adjective
odd	4.381	Adjective
theater	4.381	Noun
boston	4.38	Name
led	4.38	Verb
march	4.38	Name
members	4.38	Noun
morgan	4.38	Name
official	4.38	Adjective
puts	4.38	Verb
attacked	4.378	Verb
effect	4.378	Noun
tail	4.378	Noun
treated	4.378	Verb
vision	4.378	Noun
dust	4.377	Noun
secrets	4.377	Noun
talks	4.377	Verb
trap	4.377	Noun
aside	4.376	Adverb
deck	4.376	Noun
honour	4.376	Noun
sharp	4.376	Adjective
stairs	4.376	Noun
wide	4.376	Adjective
guts	4.375	Noun
lousy	4.375	Adjective
unusual	4.375	Adjective
apple	4.374	Noun
courage	4.374	Noun
tuesday	4.374	Name
fishing	4.373	Noun
terribly	4.373	Adverb
piss	4.372	Verb
edge	4.371	Noun
hitting	4.371	Verb
illegal	4.371	Adjective
pity	4.371	Noun
pulse	4.371	Noun
writer	4.371	Noun
couch	4.37	Noun
created	4.37	Verb
staring	4.37	Verb
tests	4.37	Noun
victims	4.37	Noun
screen	4.369	Noun
appear	4.368	Verb
precious	4.368	Adjective
studio	4.368	Noun
windows	4.368	Noun
winning	4.368	Verb
golden	4.367	Adjective
kissing	4.367	Verb
rob	4.367	Verb
wilson	4.367	Name
owner	4.366	Noun
royal	4.366	Adjective
sandy	4.366	Name
intend	4.365	Verb
parties	4.365	Noun
burns	4.364	Name
cast	4.364	Verb
frasier	4.364	Name
prisoner	4.364	Noun
popular	4.363	Adjective
destiny	4.362	Noun
federal	4.362	Adjective
robbery	4.362	Noun
silent	4.362	Adjective
violence	4.362	Noun
hearts	4.361	Noun
mystery	4.361	Noun
nerve	4.361	Noun
busted	4.36	Verb
library	4.36	Noun
toward	4.36	Preposition
becoming	4.359	Verb
miller	4.359	Name
photo	4.359	Noun
rocks	4.359	Noun
tower	4.359	Noun
armed	4.358	Adjective
maid	4.358	Noun
shift	4.358	Noun
wallet	4.358	Noun
beating	4.357	Verb
flower	4.357	Noun
package	4.357	Noun
range	4.357	Noun
cheers	4.356	Interjection
cleaning	4.356	Verb
results	4.356	Noun
rope	4.356	Noun
steady	4.356	Adjective
barbara	4.354	Name
exact	4.354	Adjective
image	4.354	Noun
maria	4.354	Name
turkey	4.354	Noun
vehicle	4.354	Noun
easily	4.353	Adverb
jungle	4.353	Noun
nasty	4.353	Adjective
pot	4.353	Noun
millions	4.352	Noun
suffer	4.352	Verb
thou	4.351	Pronoun
trash	4.351	Noun
behavior	4.35	Noun
per	4.35	Preposition
prize	4.35	Noun
cancer	4.349	Noun
families	4.349	Noun
snake	4.349	Noun
tears	4.349	Noun
donna	4.348	Name
foreign	4.348	Adjective
media	4.348	Noun
orange	4.348	Adjective
terms	4.348	Noun
wasting	4.347	Verb
memories	4.346	Noun
songs	4.346	Noun
expert	4.345	Noun
material	4.345	Noun
spanish	4.345	Adjective
cutting	4.344	Verb
flesh	4.343	Noun
rude	4.343	Adjective
signs	4.343	Noun
terry	4.343	Name
kinds	4.342	Noun
punk	4.342	Noun
downtown	4.341	Adverb
sandwich	4.341	Noun
daniel	4.34	Name
marks	4.34	Noun
mistakes	4.34	Noun
cents	4.339	Noun
panic	4.339	Noun
plain	4.339	Adjective
sweat	4.339	Noun
boom	4.338	Noun
parker	4.338	Name
seats	4.338	Noun
stops	4.338	Verb
union	4.338	Noun
cable	4.337	Noun
fruit	4.337	Noun
hundreds	4.337	Noun
mum	4.337	Noun
ancient	4.336	Adjective
kong	4.336	Name
separate	4.336	Adjective
cliff	4.334	Name
fox	4.334	Name
lewis	4.334	Name
moments	4.334	Noun
castle	4.333	Noun
rolling	4.333	Verb
setting	4.333	Verb
bills	4.332	Noun
chuck	4.332	Verb
circle	4.332	Noun
counting	4.332	Verb
glory	4.332	Noun
manage	4.332	Verb
squad	4.332	Noun
value	4.332	Noun
bowl	4.331	Noun
stands	4.331	Verb
victory	4.331	Noun
willie	4.331	Name
zero	4.331	Number
creature	4.33	Noun
deny	4.33	Verb
mixed	4.33	Verb
bruce	4.329	Name
route	4.329	Noun
andrew	4.328	Name
hidden	4.328	Verb
holiday	4.328	Noun
ill	4.328	Name
nancy	4.328	Name
rare	4.328	Adjective
yelling	4.328	Verb
directly	4.327	Adverb
gods	4.327	Noun
helps	4.327	Verb
progress	4.327	Noun
remove	4.327	Verb
wave	4.327	Noun
chain	4.326	Noun
highly	4.326	Adverb
hunting	4.326	Noun
shadow	4.326	Noun
wore	4.326	Verb
false	4.325	Adjective
jumped	4.325	Verb
estate	4.324	Noun
gray	4.324	Adjective
horn	4.324	Noun
skip	4.324	Verb
whore	4.324	Noun
agents	4.323	Noun
appears	4.323	Verb
basement	4.323	Noun
jess	4.323	Name
approach	4.322	Noun
clients	4.322	Noun
mile	4.322	Noun
minds	4.322	Noun
pleasant	4.322	Adjective
refuse	4.322	Verb
bug	4.321	Noun
district	4.321	Noun
rabbit	4.321	Noun
speaks	4.321	Verb
anne	4.32	Name
champion	4.32	Noun
jeez	4.32	Interjection
proceed	4.32	Verb
stopping	4.32	Verb
watson	4.32	Name
century	4.319	Noun
cure	4.319	Noun
forces	4.319	Noun
leading	4.319	Verb
presence	4.319	Noun
rita	4.319	Name
capable	4.318	Adjective
swell	4.318	Adjective
warrant	4.318	Noun
wayne	4.318	Name
threat	4.317	Noun
zack	4.316	Name
april	4.315	Name
bury	4.315	Verb
diamond	4.315	Noun
ruth	4.315	Name
services	4.315	Noun
shine	4.315	Verb
alert	4.314	Adjective
bat	4.314	Noun
chip	4.314	Noun
edward	4.314	Name
monica	4.314	Name
jenny	4.313	Name
transfer	4.313	Noun
fabulous	4.312	Adjective
sentence	4.312	Noun
thrown	4.312	Verb
nation	4.311	Noun
pushed	4.311	Verb
butter	4.31	Noun
earl	4.31	Noun
booth	4.309	Noun
casino	4.309	Noun
jokes	4.309	Noun
josh	4.309	Name
potter	4.309	Name
reporter	4.309	Noun
learning	4.308	Verb
awfully	4.307	Adverb
bow	4.307	Noun
cage	4.307	Noun
desire	4.307	Noun
nigger	4.307	Noun
sand	4.307	Noun
wolf	4.307	Noun
exchange	4.306	Noun
units	4.306	Noun
wing	4.306	Noun
bored	4.305	Adjective
pet	4.305	Noun
thin	4.305	Adjective
trapped	4.305	Verb
drama	4.304	Noun
hills	4.304	Noun
homework	4.304	Noun
rip	4.304	Verb
series	4.304	Noun
carried	4.303	Verb
entirely	4.303	Adverb
zone	4.303	Noun
spy	4.302	Noun
assure	4.301	Verb
collect	4.301	Verb
failure	4.301	Noun
hits	4.301	Verb
bang	4.3	Verb
delivery	4.3	Noun
fever	4.3	Noun
jordan	4.3	Name
joseph	4.3	Name
journey	4.3	Noun
launch	4.3	Verb
print	4.3	Noun
swimming	4.3	Noun
useless	4.3	Adjective
kills	4.299	Verb
photos	4.299	Noun
sport	4.299	Noun
barry	4.298	Name
loan	4.298	Noun
shore	4.298	Name
clark	4.297	Name
mask	4.297	Noun
routine	4.297	Noun
soda	4.297	Noun
spoken	4.297	Verb
teaching	4.297	Verb
teli	4.297	Noun
trunk	4.297	Noun
leads	4.296	Verb
passion	4.296	Noun
purse	4.296	Noun
result	4.296	Noun
argue	4.295	Verb
cats	4.295	Noun
climb	4.295	Verb
served	4.295	Verb
seth	4.295	Name
barney	4.294	Name
beef	4.294	Noun
recall	4.294	Verb
wings	4.294	Noun
cabin	4.293	Noun
mental	4.293	Adjective
ships	4.293	Noun
script	4.292	Noun
article	4.291	Noun
solid	4.291	Adjective
vic	4.291	Name
salt	4.29	Noun
solve	4.29	Verb
frankly	4.289	Adverb
metal	4.289	Noun
receive	4.289	Verb
wounded	4.289	Adjective
agency	4.288	Noun
anger	4.288	Noun
escaped	4.288	Verb
settled	4.288	Verb
detail	4.287	Noun
effort	4.287	Noun
pipe	4.287	Noun
spit	4.287	Verb
studying	4.287	Verb
supper	4.287	Noun
trace	4.287	Noun
wins	4.287	Verb
enemies	4.286	Noun
hug	4.286	Noun
commit	4.285	Verb
dragon	4.285	Noun
troops	4.285	Noun
ability	4.284	Noun
custody	4.284	Noun
gimme	4.284	#N/A
site	4.284	Noun
fifth	4.283	Number
palace	4.283	Noun
pushing	4.283	Verb
trail	4.283	Noun
boots	4.282	Noun
hop	4.282	Verb
owns	4.282	Verb
stays	4.282	Verb
attempt	4.281	Noun
bout	4.281	Noun
ease	4.281	Noun
houses	4.281	Noun
hurting	4.281	Verb
lawyers	4.281	Noun
mouse	4.281	Noun
stronger	4.281	Adjective
chloe	4.28	Name
laundry	4.28	Noun
ordinary	4.28	Adjective
presents	4.28	Noun
revenge	4.28	Noun
ripped	4.28	Verb
treasure	4.28	Noun
